listing_id,title,description,address,detail_url,department_slug,department,department_real,city,neighborhood,locality,zone,latitude,longitude,price_cop,admin_fee_cop,bedrooms,bathrooms,area_m2,area_built_m2,stratum,floor,floors_count,antiquity,construction_year,garages,amenities,is_new_project,owner_type,owner_name,image_count,main_image_url,listing_created_at,listing_updated_at,source_page,scraped_at,run_started_at
193868032,"Apartamento en Venta en Sector puente del comercio, Cali","WEB 126595 En venta apartamento ubicado en la Unidad Residencial Puente del Comercio,  el apartamento se encuentra en un tercer piso y consta de sala comedor, un baño social, cocina tradicional, zona de oficios, tres alcobas con closet. La unidad no cuenta con ascensor, parqueaderos comunitarios, salón social, zona infantil, su ubicación es muy privilegiada ya que tiene dos entradas como por la calle 70, como por la primera, cerca a la recta Cali - Palmira, al terminalito y al centro comercial Calima.",Calle 70 # 3N - 80,https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-puente-del-comercio-cali/193868032,resto-de-colombia,Resto de Colombia,Valle del cauca,Cali,Sector puente del comercio,,Zona Norte,3.486667433228,-76.496202319024,162000000,180000,3,1,55,55,3,3,0,4,,0,Canchas Deportivas; Cerca centro comercial; Closet; Trans. Público cercano; Zona Comercial; Zona Residencial; Área Urbana,False,inmobiliaria,BIENCO SAS,15,https://cdn2.infocasas.com.uy/repo/img/6a2bedc87012f_infocdn__126595-1-1781206693jpg.jpg,2026-06-11,2026-06-13,2424,2026-07-26T04:55:40.773785+00:00,2026-07-24T10:12:09.128413+00:00
191508358,"Apartamento en  Venta en La america, Medellín","ACOGEDOR APARTAMENTO EN VENTA - SECTOR LA AMÉRICA Código: 29809
¡Aquí tienes una excelente oportunidad de adquirir tu nuevo hogar en el encantador barrio La América! Este hermoso apartamento cuenta con todas las comodidades que necesitas para vivir cómodamente.
Con una cocina integral que combina funcionalidad y estilo, un suelo en cerámica que proporciona un aspecto moderno y fácil de limpiar, y un área generosa de aproximadamente 103 metros cuadrados, este apartamento es perfecto para quienes buscan amplitud y confort.
Con tres habitaciones espaciosas y bien iluminadas, dos baños completos para tu comodidad, calentador de gas para garantizar agua caliente en todo momento, zona de ropas para mayor practicidad, y la ventaja de contar con parqueadero, este hogar tiene todo lo que necesitas para vivir sin preocupaciones.
Además, la presencia de red de gas añade un toque de conveniencia adicional a tu día a día, asegurando una cocina más eficiente y cómoda.
¡No pierdas la oportunidad de hacer de este apartamento tu nuevo hogar en el pintoresco barrio La América! Contáctanos para más detalles y agenda una visita hoy mismo. ¡Estamos emocionados de mostrarte esta maravillosa propiedad!",Calle 40 # 86 A 20,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-america-medellin/191508358,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,La america,,Occidente,6.2566201,-75.6260391,440000000,85000,3,2,103,,4,0,0,5,,0,Acceso Pavimentado; Calentador; Cocina Integral; Instalación de gas; Patio; Zona de lavandería,False,inmobiliaria,Grupo Empresarial Mi,25,https://cdn2.infocasas.com.uy/repo/img/66fb317216a48_infocdn__gr-acogedor-apartamento-en-venta-1717086902-5387-420jpg.jpg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.773842+00:00,2026-07-24T10:12:09.128413+00:00
191507035,"Apartamento en  Venta en Prado, Medellín","Lindo Apartamento Interno En Venta - Sector Prado Centro Cod; 27244

Lindo apartamento interno en venta con excelente distribución, ventilación e iluminación natural creando cómodos y confortables espacios a lo largo del mismo, área de 98 metros aproximadamente, sector Prado Centro, 2 piso, estrato 4 en edificio. Su recién remodelado interior nos ofrece zona social de sala comedor, estudio, sala de estar, tres alcobas con closet cada una, dos baños privados enchapados y cabinados en vidrio templado, uno con mueble inferior; funcional cocina integral mixta con horno, extractor, anaqueles inferiores y superiores, red de gas, patio, zona de ropas, dos amplias ventanas, terraza común. Piso en cerámica, pintura en perfecto estado.

Cámaras de seguridad.

(NO INCLUYE MOBILIARIO)

Sector residencial cercano al Teatro El Águila Descalza, Parque del Obrero, Avenida Oriental, Centro Comercial Villanueva, Casa de Velación Villanueva, Colegio María Auxiliadora.",Carrera 45  # 58 57,https://www.fincaraiz.com.co/apartamento-en-venta-en-prado-medellin/191507035,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,Prado,,Centro,6.2537496,-75.5600681,300000000,300000,3,2,98,,4,2,2,5,,0,Circuito cerrado de TV; Cocina Integral; Instalación de gas; Patio; Terraza; Zona de lavandería,False,inmobiliaria,Grupo Empresarial Mi,12,https://cdn2.infocasas.com.uy/repo/img/66fb214fba829_infocdn__gr-apartamento-interno-en-venta-1684177753-5197-8049jpg.jpg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.773872+00:00,2026-07-24T10:12:09.128413+00:00
191506669,Apartamento en  Venta,"MAGNIFICO APARTAMENTO EN VENTA - SECTOR ALTAMIRA, ROBLEDO COD: 26311
Magnífico apartamento en venta, con una iluminación excepcional en todas sus áreas, creando espacios llamativos y bastante cálidos, convirtiendo esta propiedad en una excelente opción para vivir, con un área de 78 metros aproximadamente, sector Altamira en Robledo, 9º piso, estrato 4 en Unidad Cerrada. Nos ofrece su interior, zona social de sala comedor, tres alcobas con closet cada una, un baño privado y un baño social enchapados y cabinados en vidrio templado; funcional cocina integral mixta con horno, extractor, anaqueles inferiores y superiores, red de gas, zona de ropas y balcón. Piso en cerámica, pintura en excelente estado.
Parqueadero cubierto, cuarto útil, shut de basuras y ascensor.
Seguridad 24 horas, senderos peatonales, zonas verdes, juegos infantiles, cámaras de seguridad y cancha de microfútbol.
(NO INCLUYE MOBILIARIO)",CALLE 79 # 72A - 64,https://www.fincaraiz.com.co/apartamento-en-venta/191506669,resto-de-colombia,Resto de Colombia,,,Robledo,,,0,0,410000000,240000,3,2,78,,4,1,1,0,,0,Ascensor; Balcón; Circuito cerrado de TV; Cocina Integral; Instalación de gas; Portería / Recepción; Zona de lavandería; Zona Infantil; Zonas Verdes,False,inmobiliaria,Grupo Empresarial Mi,14,https://cdn2.infocasas.com.uy/repo/img/66fb1fa9b8a0f_infocdn__gr-apartamento-en-venta-sector-a-1716039144-9854-9648gif.gif,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.773896+00:00,2026-07-24T10:12:09.128413+00:00
191506777,Apartamento en  Venta en Rionegro,"espléndido apartamentoen venta- fontibon rionegro cod: 26080

Espléndido apartamento en venta, zona campestre de gran proyección urbanística, inversión y rentabilidad, con fácil acceso vehicular, maravillosa vista panorámica y espacios para compartir en familia, área de 57 metros aproximadamente, sector Fontibón en Rionegro, 9 piso, estrato 4 en Unidad Cerrada. Sus espacios nos ofrecen zona social de sala comedor, tres alcobas, un baño privado y un baño social enchapados y cabinados en vidrio templado, muebles inferiores, calentador de paso; funcional cocina integral mixta con horno, anaqueles inferiores y superiores, red de gas, zona de ropas y balcón. Piso en cerámica, pintura en excelente estado.

Parqueadero, cuarto útil, shut de basuras y ascensor.

Seguridad 24 horas, senderos peatonales, zonas verdes, juegos infantiles, piscina adultos, piscina niños, sauna, turco, gimnasio, salón social y cancha de microfútbol.

(NO INCLUYE MOBILIARIO)",Calle 67 #54-297,https://www.fincaraiz.com.co/apartamento-en-venta-en-rionegro/191506777,resto-de-colombia,Resto de Colombia,Antioquia,Rionegro,Rionegro,,,6.1490188,-75.3789523,230000000,0,3,2,57,,4,9,9,3,,0,Asador; Ascensor; Balcón; Calentador; Cocina Integral; Gimnasio; Parqueadero Visitantes; Piscina; Piso en Baldosa /  Mármol; Sauna / Turco / Jacuzzi; Vigilancia; Zona de lavandería; Zonas Verdes,False,inmobiliaria,Grupo Empresarial Mi,11,https://cdn2.infocasas.com.uy/repo/img/66fb1fa18951b_infocdn__gr33614720220921101634jpg.jpg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.773921+00:00,2026-07-24T10:12:09.128413+00:00
191507047,"Apartamento en  Venta en San gabriel, Bello","Estupendo Apartamento En Venta - Sector San Gabriel, Bello Cod: 27063

Estupendo apartamento en venta con excelente distribución, ventilación e iluminación natural creando cómodos y confortables espacios a lo largo del mismo. hermosa vista panorámica, área de 59 metros aproximadamente, sector San Gabriel en Bello, 5 piso en Ciudadela Terrasol Unidad Cerrada. Sus iluminados espacios nos ofrecen zona social de sala comedor, biblioteca, tres alcobas, un closet, un baño privado y un baño social enchapados y cabinados en vidrio templado, gabinetes superiores, calentador de paso; funcional cocina integral mixta con horno, extractor, barra americana, anaqueles inferiores y superiores, red de gas, zona de ropas. Piso en baldosa, pintura en perfecto estado.

Parqueadero para visitantes, cuarto útil, shut de basuras y ascensor.

Seguridad 24 horas, senderos peatonales, zonas verdes, parque para mascotas, piscina adultos y niños, solárium, jacuzzi, zona de chorros interactivas, sauna, turco, gimnasio bajo techo y gimnasio al aire libre, muro de escalar, zona de camping, zona de actividades lúcidas, arenero, pista de triciclos, zona de juegos para jóvenes, canchas múltiples, zonas de BBQ y lonch, salón social, camping para fogatas, golfito y mariposario.

(NO INCLUYE MOBILIARIO)",Calle 72 # 65 B 60,https://www.fincaraiz.com.co/apartamento-en-venta-en-san-gabriel-bello/191507047,resto-de-colombia,Resto de Colombia,Antioquia,Bello,San gabriel,,,6.3501437,-75.5679272,208000000,130000,3,2,59,,3,5,5,2,,0,Asador; Ascensor; Calentador; Cerca de Zona Urbana; Estudio; Gimnasio; Instalación de gas; Jaula de Golf; Parqueadero Visitantes; Piscina; Salón Comunal; Zona Infantil; Zonas Verdes,False,inmobiliaria,Grupo Empresarial Mi,9,https://cdn2.infocasas.com.uy/repo/img/66fb210d4410c_infocdn__gr-apartamento-en-venta-sector-s-1682517461-1916-5313jpg.jpg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.773967+00:00,2026-07-24T10:12:09.128413+00:00
191507203,"Apartamento en  Venta en Belén, Medellín","Magnífico Apartamento Dúplex En Venta - Sector Rosales, Belén Cód: 27454

Magnífico apartamento dúplex en venta con excelente distribución y acabados, que brindan cómodos y confortables espacios a lo largo del mismo, magnífica ventilación, iluminación natural y vista panorámica, zona comercial y bancaria a su alcance, sector tranquilo y seguro, que mejorará su calidad de vida, área de 120 metros aproximadamente, sector Rosales en Belén, 4 piso, estrato 5 en edificio. Sus dos niveles nos ofrecen zona social de sala y comedor independientes, bar, tres alcobas, dos closets, un vestier, un baño privado y un baño social enchapados y cabinados en vidrio templado, muebles inferiores, calentador de paso; funcional y abierta cocina integral mixta con anaqueles inferiores y superiores, red de gas, patio, zona de ropas y balcón. Piso en cerámica, pintura en perfecto estado.

Parqueadero cubierto, shut de basuras y ascensor.

Cámaras de seguridad.

(NO INCLUYE MOBILIARIO)",Carrera 71 # 32 B 29,https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-medellin/191507203,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,Belén,,Occidente,6.235877,-75.5921241,720000000,150000,3,2,120,,5,4,4,5,,0,Ascensor; Balcón; Calentador; Circuito cerrado de TV; Cocina Integral; Instalación de gas; Patio; Zona de lavandería,False,inmobiliaria,Grupo Empresarial Mi,14,https://cdn2.infocasas.com.uy/repo/img/66fb2483e0e30_infocdn__gr-apartamento-duplex-en-venta-s-1686851332-7844-3255jpeg.jpeg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.773990+00:00,2026-07-24T10:12:09.128413+00:00
191507542,"Apartamento en  Venta en Pueblo Viejo, La estrella","Encantador Apartamento En Venta - Sector Pueblo Viejo, La Estrella Código: 28636

Apartamento en venta, no querrás perderte la oportunidad de vivir en este rincón de comodidad y sofisticación, con un área de 58 metros aproximadamente, Pueblo Viejo en La Estrella piso 11, estrato 3. Encontramos sala y comedor, 2 alcobas con closet cada una, 1 baño enchapado y cabinado en vidrio templado, calentador de paso, cocina integral con extractor, red de gas, zona de ropas, balcón, piso en cerámica, pintura en excelente estado.

Parqueadero común , shut de basuras y ascensor.

Portería, senderos peatonales, zonas verdes, juegos infantiles, cámaras de seguridad, piscina adultos y piscina niños en construcción. salón social, BBQ, kiosco y cancha de microfútbol.

(NO INCLUYE MOBILIARIO)",Carrera 51 # 96 B Sur 119,https://www.fincaraiz.com.co/apartamento-en-venta-en-pueblo-viejo-la-estrella/191507542,resto-de-colombia,Resto de Colombia,Antioquia,La estrella,Pueblo Viejo,,,6.1343524,-75.6356711,241000000,142000,2,1,58,,3,11,11,5,,0,Ascensor; Balcón; Calentador; Circuito cerrado de TV; Cocina Integral; Instalación de gas; Kiosko; Piscina; Portería / Recepción; Salón Comunal; Zona de lavandería; Zona Infantil; Zonas Verdes,False,inmobiliaria,Grupo Empresarial Mi,19,https://cdn2.infocasas.com.uy/repo/img/66fb26d2614e5_infocdn__gr-apartamento-en-venta-sector-p-1703096212-0607-1598jpeg.jpeg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.774011+00:00,2026-07-24T10:12:09.128413+00:00
191507560,Apartamento en  Venta,"Espléndido Apartamento En Venta - Sector Restrepo Naranjo, Sabaneta Código: 28640
Apartamento en venta, la zona cuenta con excelentes opciones de transporte público y una variedad de servicios cercanos, lo que la convierte en una opción conveniente para quienes trabajan en el centro de la ciudad o desean disfrutar de una amplia gama de comodidades sin tener que desplazarse lejos, con un área de 76 metros aproximadamente, Restrepo Naranjo en Sabaneta, 10º piso, estrato 4. Encontramos sala y comedor, 3 alcobas con closet cada una, 2 baños enchapados y cabinados en vidrio templado, calentador de gas, abierta cocina integral con extractor, red de gas, zona de ropas, balcón, piso en cerámica, pintura en excelente estado.
Dos parqueaderos cubiertos, shut de basuras y ascensor,
Seguridad 24 horas senderos peatonales, zonas verdes, cámaras de seguridad.
(NO INCLUYE MOBILIARIO)",Calle 61 Sur # 44 67,https://www.fincaraiz.com.co/apartamento-en-venta/191507560,resto-de-colombia,Resto de Colombia,,,Restrepo naranjo,,,0,0,354000000,147000,3,2,76,,4,10,10,5,,0,Ascensor; Balcón; Barra estilo americano; Circuito cerrado de TV; Cocina Integral; Instalación de gas; Portería / Recepción; Zona de lavandería; Zonas Verdes,False,inmobiliaria,Grupo Empresarial Mi,19,https://cdn2.infocasas.com.uy/repo/img/66fb26b94eee0_infocdn__gr-apartamento-en-venta-sector-r-1716040401-7588-7959jpeg.jpeg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.774030+00:00,2026-07-24T10:12:09.128413+00:00
191507772,"Apartamento en  Venta en Buenos aires, Medellín","Acogedor Apartamento En Venta - Sector Buenos Aires COD: 28464

Apartamento en venta, zona de gran proyección urbanística, inversión y rentabilidad, cercanía a vías principales, Planteles educativos y comerciales, maravillosa vista panorámica, área de 40 metros aproximadamente en Buenos Aires, 2º piso, estrato 3. Nos ofrece sala y comedor, 2 alcobas con closet cada una, 2 baños enchapado y cabinados en vidrio templado, cocina integral con barra americana, red de gas, zona de ropas, piso en cerámica, pintura en excelente estado.

Parqueadero común y para visitantes,, shut de basuras y dos ascensores.

Seguridad 24 horas, senderos peatonales, zonas verdes, juegos infantiles, cámaras de seguridad, salón social, BBQ y cancha de fútbol.

(NO INCLUYE MOBILIARIO)",Carrera 6 A # 47 A 40,https://www.fincaraiz.com.co/apartamento-en-venta-en-buenos-aires-medellin/191507772,resto-de-colombia,Resto de Colombia,Antioquia,Medellín,Buenos aires,,,6.2286935,-75.5358761,160000000,106000,2,2,40,,3,2,2,5,,0,Ascensor; Barra estilo americano; Circuito cerrado de TV; Cocina Integral; Instalación de gas; Parqueadero Visitantes; Salón Comunal; Zona de lavandería; Zona Infantil; Zonas Verdes,False,inmobiliaria,Grupo Empresarial Mi,11,https://cdn2.infocasas.com.uy/repo/img/66fb2a1426b81_infocdn__gr-apartamento-en-venta-sector-b-1701114751-396-4570jpeg.jpeg,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.774049+00:00,2026-07-24T10:12:09.128413+00:00
191507657,"Apartamento en  Venta en Cimarronas, Rionegro","Lindo Apartamento En Venta - Sector Cimarronas, Rionegro Antioquia Código: 28461

Apartamento en venta con la exclusividad que usted merece, maravillosa iluminación natural en todas sus áreas creando espacios llamativos y bastante cálidos, convirtiendo esta propiedad en una excelente opción para vivir, área de 55 metros aproximadamente, Cimarronas en Rionegro, 4º piso, estrato 3. Encontramos sala y comedor, 2 alcobas, 1 closet, 1 vestier, 2 baños enchapados y cabinados, cocina integral con red de gas, zona de ropas, piso en cerámica, pintura en excelente estado.

Parqueadero cubierto, shut de basuras y ascensor.

Seguridad 24 horas, zonas verdes, senderos peatonales, juegos infantiles, piscina adultos, piscina niños, duchas, sauna, turco, gimnasio, salón social, BBQ y cancha de microfútbol.

(NO INCLUYE MOBILIARIO)",Carrera 85 # 40 D 00,https://www.fincaraiz.com.co/apartamento-en-venta-en-cimarronas-rionegro/191507657,resto-de-colombia,Resto de Colombia,Antioquia,Rionegro,Cimarronas,,,6.1490188,-75.3789523,237000000,0,2,2,55,,3,4,4,5,,0,Ascensor; Cerca de Zona Urbana; Cocina Integral; Gimnasio; Instalación de gas; Piscina; Portería / Recepción; Salón Comunal; Sauna / Turco / Jacuzzi; Trans. Público cercano; Zona de lavandería; Zona Infantil; Zona Residencial; Zonas Verdes,False,inmobiliaria,Grupo Empresarial Mi,5,https://cdn2.infocasas.com.uy/repo/img/66fb28194bbee_infocdn__gr-apartamento-en-venta-sector-c-1701110017-0044-9148png.png,2024-09-30,2026-06-13,2424,2026-07-26T04:55:40.774071+00:00,2026-07-24T10:12:09.128413+00:00
